x;y;z;R;G;B;semantic_label
3.21823192;-0.63314968;-5.83517408;150;117;92;1.000000
3.87830973;-2.00637507;-5.82349110;123;90;65;1.000000
3.48120165;-1.56471682;-5.82597351;146;113;88;1.000000
3.37602186;-0.85093307;-5.83368778;149;116;91;1.000000
2.80924869;-0.99886614;-5.82802725;138;97;72;1.000000
3.93694496;0.05206040;-5.84823608;123;98;73;1.000000
3.82349515;-1.92178833;-5.82411289;146;113;88;1.000000
4.04482841;0.07575166;-5.84926081;132;99;74;1.000000
3.35188651;-1.36973310;-5.82738638;131;107;82;1.000000
4.05703735;-1.61059797;-5.82940388;146;113;88;1.000000
4.25120592;-0.04983258;-5.84919977;150;117;92;1.000000
3.02396727;-1.71570313;-5.82103252;165;141;116;1.000000
4.35781097;-1.01365709;-5.83853817;164;123;98;1.000000
4.49282694;-0.13386835;-5.84987307;158;117;92;1.000000
3.26109695;-1.18901968;-5.82889700;158;117;92;1.000000
2.86505294;-0.95541108;-5.82892609;150;109;84;1.000000
3.82586527;0.00463431;-5.84690857;164;131;98;1.000000
4.11771011;-1.41853666;-5.83209372;125;92;68;1.000000
3.05474091;-1.81606877;-5.82005835;154;113;88;1.000000
3.75696397;-0.36016583;-5.84211969;140;107;82;1.000000
4.18004894;-1.13682699;-5.83585501;158;117;92;1.000000
3.78887033;-1.98646152;-5.82310915;146;105;80;1.000000
3.64458060;-0.55012828;-5.83909750;134;101;68;1.000000
3.12168980;-1.06059289;-5.82945347;138;105;80;1.000000
2.98944116;-0.58175021;-5.83420324;139;106;82;1.000000
4.19961023;0.24708882;-5.85235453;158;125;92;1.000000
3.19470859;-1.84115815;-5.82072735;158;117;92;1.000000
4.29155350;-1.91098642;-5.82747030;148;107;82;1.000000
3.55274320;-1.35385907;-5.82896042;154;121;88;1.000000
4.43571472;-2.01051283;-5.82728815;143;118;94;1.000000
3.12930703;-1.92002666;-5.81934357;140;99;74;1.000000
3.99785948;-0.27204239;-5.84482384;158;125;92;1.000000
3.15227628;-1.00517392;-5.83031988;150;117;101;1.000000
3.67546535;-1.62761569;-5.82657003;154;121;97;1.000000
3.60895753;-2.23361230;-5.81894493;150;117;92;1.000000
3.18245411;-0.90801412;-5.83167696;163;130;97;1.000000
3.50265980;-0.80982447;-5.83504772;138;97;72;1.000000
4.57860470;-2.02393198;-5.82811546;148;115;82;1.000000
3.64514518;-0.47169000;-5.84002924;107;82;58;1.000000
3.82476377;-0.86338019;-5.83663702;117;101;84;1.000000
3.33637333;-1.69603932;-5.82342052;173;131;107;1.000000
3.67990279;-1.21704364;-5.83145571;115;82;57;1.000000
3.99240971;-0.63929141;-5.84044361;134;109;84;1.000000
4.45161152;-1.65093601;-5.83165026;148;131;114;1.000000
3.94016719;-1.98061633;-5.82422256;140;99;74;1.000000
4.39631701;-0.25530374;-5.84777164;127;102;77;1.000000
3.17503881;-0.86464489;-5.83213854;158;125;101;1.000000
4.13890123;0.35434157;-5.85320377;163;121;97;1.000000
4.46199608;-0.28739050;-5.84784508;138;105;80;1.000000
2.91861153;-1.55395114;-5.82221794;134;117;92;1.000000
4.33231592;-0.69783247;-5.84209681;163;130;105;1.000000
2.84356689;-1.20545208;-5.82582140;158;117;92;1.000000
3.63018250;-1.23930264;-5.83084917;156;123;98;1.000000
3.56709647;-1.10638022;-5.83198547;146;113;88;1.000000
3.56442928;-2.27279568;-5.81817436;167;134;109;1.000000
2.81493306;-0.73030168;-5.83124256;146;105;80;1.000000
4.51141548;-1.19557202;-5.83744717;175;142;109;1.000000
3.54796767;-2.15944338;-5.81940126;142;109;92;1.000000
3.13998103;-2.17008018;-5.81646013;150;109;84;1.000000
3.26785588;-2.35456228;-5.81516075;165;124;91;1.000000
3.33580208;-1.20520985;-5.82922077;154;113;88;1.000000
3.70655179;-0.80549276;-5.83650589;138;97;72;1.000000
3.74844122;-0.34458077;-5.84224510;123;98;73;1.000000
3.05132079;-1.94764459;-5.81847858;153;136;102;1.000000
3.49485064;-1.01651633;-5.83254957;127;102;77;1.000000
4.47308969;-1.96350670;-5.82810163;148;115;90;1.000000
3.54966688;-1.80509543;-5.82360315;148;115;91;1.000000
3.71381092;-2.01542497;-5.82224894;130;97;64;1.000000
4.25658178;-1.76970863;-5.82889938;158;117;92;1.000000
3.25576496;-2.00982332;-5.81915379;167;134;109;1.000000
3.18441868;-1.61566758;-5.82332277;125;92;68;1.000000
4.58677292;-0.25576374;-5.84908009;150;109;76;1.000000
4.22829771;-1.03981161;-5.83733559;148;115;90;1.000000
3.85679889;0.12682730;-5.84856701;138;105;80;1.000000
3.28999162;-0.56939089;-5.83642292;158;125;92;1.000000
3.56722736;-0.67382264;-5.83710146;138;105;72;1.000000
2.96448541;-1.20326686;-5.82668161;165;132;99;1.000000
4.36552238;0.07898073;-5.85151148;134;92;59;1.000000
4.27956390;0.19010681;-5.85223246;148;115;90;1.000000
4.10347748;-1.05415845;-5.83630419;150;109;84;1.000000
4.19089508;0.29256919;-5.85283232;157;124;91;1.000000
4.17738485;-1.11121750;-5.83613968;156;115;82;1.000000
3.67169142;-0.92781991;-5.83481836;142;109;84;1.000000
4.14023685;-1.62065649;-5.82985926;150;117;92;1.000000
3.97402859;-1.65196252;-5.82834244;148;115;98;1.000000
3.42462182;-1.45657182;-5.82686186;142;109;84;1.000000
2.84776855;-1.00194359;-5.82825708;134;109;84;1.000000
3.93188930;-1.09259677;-5.83466578;146;105;80;1.000000
3.05266809;-1.81602657;-5.82004404;148;115;90;1.000000
4.02623844;-2.16755390;-5.82260561;142;109;84;1.000000
3.47531700;-0.70806104;-5.83606243;118;102;77;1.000000
3.82465315;-1.40081847;-5.83028078;150;109;84;1.000000
3.09159446;-1.91976833;-5.81908607;150;109;84;1.000000
3.97351408;-1.34679306;-5.83194733;154;113;80;1.000000
4.56847382;-0.32749131;-5.84810591;138;97;72;1.000000
4.25412416;-1.16844833;-5.83599234;158;117;92;1.000000
3.31303334;-0.98684216;-5.83164549;150;117;92;1.000000
3.99935675;-1.82786226;-5.82643700;135;102;77;1.000000
4.33706570;-0.09390102;-5.84927130;137;104;79;1.000000
4.57401085;-0.61745262;-5.84471512;148;107;82;1.000000
3.98461270;-2.11912084;-5.82289124;140;99;74;1.000000
4.62766552;-1.01911974;-5.84033585;157;124;99;1.000000
2.85871482;-0.71670943;-5.83170509;140;107;82;1.000000
4.19200850;-1.90431690;-5.82686234;130;113;88;1.000000
4.37776852;-0.30586806;-5.84704542;146;105;80;1.000000
3.60875893;-1.24293923;-5.83065796;149;124;99;1.000000
3.51513696;-1.09558320;-5.83175468;149;124;99;1.000000
3.53812575;-1.48836863;-5.82726860;158;117;92;1.000000
3.14386845;-2.06075978;-5.81777954;169;144;119;1.000000
3.04446268;-0.93634295;-5.83038998;142;109;92;1.000000
3.76212621;-0.25345603;-5.84341717;127;110;85;1.000000
4.15787745;-2.04271889;-5.82498980;175;134;101;1.000000
3.51231027;-2.16643548;-5.81907272;167;134;101;1.000000
3.47446632;-0.93431985;-5.83338070;140;107;90;1.000000
3.24495721;-2.14264607;-5.81750917;150;109;84;1.000000
2.84393644;-0.89204770;-5.82952976;167;142;117;1.000000
4.10387754;0.00200060;-5.84879589;150;109;84;1.000000
4.18260956;-0.14850771;-5.84755945;171;138;105;1.000000
2.93925405;-0.77612531;-5.83155823;140;107;82;1.000000
3.91113377;-1.93250728;-5.82459068;156;115;90;1.000000
4.47536421;-0.43050873;-5.84624529;146;105;88;1.000000
4.39830875;0.13763876;-5.85243177;158;125;92;1.000000
3.06852007;-1.76292324;-5.82078171;145;120;95;1.000000
3.06791782;-2.05142665;-5.81736612;150;109;84;1.000000
3.52236938;-0.51871049;-5.83862591;130;97;72;1.000000
4.49249840;-0.90165234;-5.84079218;150;109;84;1.000000
3.92916012;-0.59292680;-5.84055567;172;121;87;1.000000
4.03696060;-0.89697409;-5.83770370;158;117;92;1.000000
4.39208221;-0.73916441;-5.84202051;150;109;84;1.000000
2.93077517;-0.98667914;-5.82901001;148;107;74;1.000000
3.99462271;-2.08833504;-5.82332420;154;121;97;1.000000
3.85493422;-0.58137292;-5.84017992;134;101;76;1.000000
3.57621384;-2.16753578;-5.81950092;142;109;84;1.000000
2.99728251;-1.71507406;-5.82085609;134;92;68;1.000000
4.25652790;0.08277084;-5.85080433;146;113;88;1.000000
3.30374527;-1.20399892;-5.82901430;146;113;88;1.000000
3.83826709;-0.97426987;-5.83541918;146;113;88;1.000000
3.83285165;-2.28708792;-5.81985760;157;132;108;1.000000
2.99689174;-0.66596782;-5.83325863;154;113;88;1.000000
3.15567017;-0.75050288;-5.83335447;156;123;98;1.000000
3.00287223;-1.32571709;-5.82549858;164;123;90;1.000000
3.75313449;-0.50877577;-5.84033585;130;88;55;1.000000
4.20518160;-1.08085775;-5.83669043;120;104;87;1.000000
4.48160458;-1.49638295;-5.83368444;140;99;74;1.000000
3.52538109;-1.25864172;-5.82989693;140;107;82;1.000000
4.36036205;-1.24936867;-5.83576870;153;120;95;1.000000
4.31064129;-1.79870248;-5.82892990;158;125;101;1.000000
4.56229782;-0.53923047;-5.84555960;115;82;57;1.000000
4.00697613;-1.12884617;-5.83475542;138;97;72;1.000000
3.32124186;-0.88072240;-5.83295727;156;115;98;1.000000
3.45060086;-1.40542626;-5.82764530;130;105;88;1.000000
4.38152599;-0.92205107;-5.83978510;158;117;92;1.000000
3.95682812;-1.55025053;-5.82942629;134;101;76;1.000000
3.07453585;-1.56690168;-5.82314110;128;112;87;1.000000
2.84671712;-0.74214101;-5.83132172;148;99;66;1.000000
4.27707577;-0.81053901;-5.84038305;131;98;73;1.000000
4.10207081;-0.31265947;-5.84506226;158;117;92;1.000000
4.22297668;-1.06215072;-5.83703423;148;107;82;1.000000
3.53232360;-1.61266804;-5.82575893;150;117;92;1.000000
3.63415504;-1.59114957;-5.82671595;156;115;90;1.000000
3.76639843;-0.98068631;-5.83484697;142;101;76;1.000000
3.77725077;-2.19859028;-5.82052088;131;106;81;1.000000
3.31105900;-1.51122224;-5.82543135;118;102;85;1.000000
3.97797489;-1.67804348;-5.82806110;142;109;84;1.000000
3.99349380;0.13540103;-5.84961176;165;124;99;1.000000
3.77570200;-2.08143735;-5.82189512;145;120;95;1.000000
4.38773870;-1.68605447;-5.83079386;138;105;80;1.000000
4.55034637;-1.79157126;-5.83066845;142;109;92;1.000000
3.89521980;-0.94780803;-5.83612442;156;115;90;1.000000
3.60645890;-2.23589540;-5.81890106;156;123;98;1.000000
3.02992749;-0.98223752;-5.82974672;142;109;92;1.000000
3.84602451;-1.53833532;-5.82880259;130;88;64;1.000000
3.50878358;-2.25206947;-5.81803560;134;117;83;1.000000
3.11210322;-0.99215966;-5.83019638;145;112;95;1.000000
3.14891911;-0.78154665;-5.83294106;140;107;82;1.000000
3.23427963;-0.84686220;-5.83275747;164;131;98;1.000000
4.48727274;-1.27097201;-5.83638906;164;131;107;1.000000
4.22716284;-1.32307982;-5.83397770;162;128;94;1.000000
4.19371510;-1.26960528;-5.83437920;128;94;77;1.000000
3.71808887;-1.70632505;-5.82593346;148;107;74;1.000000
3.38931084;-0.26415420;-5.84071779;140;107;82;1.000000
3.81559467;-1.29089499;-5.83151865;135;118;94;1.000000
3.39390254;-0.98198974;-5.83226156;123;106;82;1.000000
3.01742029;-1.40847254;-5.82462025;164;123;98;1.000000
2.85615206;-1.05449104;-5.82769299;150;117;92;1.000000
4.58485317;-0.75435209;-5.84317112;154;113;80;1.000000
4.20757198;-2.02378821;-5.82555723;123;106;82;1.000000
3.69931126;-0.58935988;-5.83901167;127;110;85;1.000000
3.21730709;-1.87816560;-5.82044554;157;124;99;1.000000
4.38977432;-1.86128104;-5.82873583;132;91;58;1.000000
4.22975779;-1.82269394;-5.82808781;153;128;104;1.000000
4.00915480;-1.76324010;-5.82726908;135;110;85;1.000000
4.35000706;-2.03730011;-5.82637978;163;138;113;1.000000
3.21612692;-1.22310364;-5.82818317;149;132;116;1.000000
4.59584761;-1.30857646;-5.83669329;154;121;97;1.000000
4.03913832;-0.93741614;-5.83724070;157;132;107;1.000000
3.68087864;-0.33395743;-5.84190416;147;114;90;1.000000
4.26065350;-1.48104501;-5.83234119;138;97;72;1.000000
3.56893301;-0.63386822;-5.83758593;130;105;80;1.000000
4.24407387;-0.13202800;-5.84817839;148;107;82;1.000000
3.23625946;-2.30448174;-5.81553507;171;138;113;1.000000
3.26303077;-2.14817095;-5.81756830;156;115;90;1.000000
3.96983886;-0.98415399;-5.83621025;158;117;92;1.000000
3.54728055;-1.35811567;-5.82887220;158;117;92;1.000000
4.00979614;-1.58130610;-5.82942438;150;109;84;1.000000
4.27689409;-1.17345977;-5.83609056;171;130;97;1.000000
3.85387015;-1.43715286;-5.83005333;114;97;80;1.000000
3.90740204;-0.60908484;-5.84021378;146;105;72;1.000000
3.16693926;-1.37217879;-5.82608128;163;130;97;1.000000
3.55235386;-0.39754188;-5.84026575;138;105;80;1.000000
3.93724322;-1.29811752;-5.83227253;142;109;84;1.000000
4.55718088;-1.90205133;-5.82940912;134;101;84;1.000000
3.41859531;-0.93890858;-5.83294106;142;109;92;1.000000
3.59916496;-1.31738544;-5.82971144;154;121;88;1.000000
3.69139004;-0.13439783;-5.84433699;157;116;91;1.000000
3.29258680;-1.94887471;-5.82012892;130;105;88;1.000000
3.06458783;-0.67717910;-5.83359289;154;113;80;1.000000
3.37974000;-1.73417521;-5.82326937;146;121;97;1.000000
4.63349581;-1.36086369;-5.83633518;154;113;88;1.000000
3.84072137;-2.15011358;-5.82153177;146;113;88;1.000000
3.07756829;-1.24745739;-5.82693958;148;107;82;1.000000
3.86628199;-0.92532569;-5.83619070;132;107;82;1.000000
4.04322577;-0.03772860;-5.84790754;123;98;73;1.000000
3.14085078;-0.66527128;-5.83426046;156;131;107;1.000000
4.53309584;-2.15559506;-5.82624483;148;107;82;1.000000
3.56368732;-1.91983628;-5.82234287;150;117;92;1.000000
3.04185343;-1.99927855;-5.81780291;138;105;80;1.000000
3.02385640;-1.67935443;-5.82146168;142;101;76;1.000000
3.76782775;-0.01818276;-5.84623814;158;117;92;1.000000
2.84623432;-1.63790393;-5.82072592;145;112;87;1.000000
3.57630301;-2.15963817;-5.81959438;142;109;84;1.000000
4.19734001;-0.51640475;-5.84331083;140;123;98;1.000000
2.81968307;-0.90336227;-5.82922888;171;138;105;1.000000
3.71902990;-1.54712677;-5.82782221;146;105;72;1.000000
3.47413707;-1.49179482;-5.82678699;164;123;98;1.000000
4.14572811;-1.88147759;-5.82681322;163;130;105;1.000000
4.34877586;-0.99062097;-5.83874798;158;117;92;1.000000
3.94403172;-0.25416073;-5.84466410;154;130;105;1.000000
3.10495448;-1.82358074;-5.82031584;146;105;72;1.000000
3.95022488;-0.23775306;-5.84490061;148;115;91;1.000000
3.06270599;-1.52779031;-5.82352161;145;120;95;1.000000
3.34383440;-1.46441793;-5.82621098;148;115;91;1.000000
3.52263927;-1.97322035;-5.82142830;158;125;101;1.000000
4.21395493;-0.47317874;-5.84393644;167;134;101;1.000000
4.50419998;-1.11093736;-5.83839798;171;130;97;1.000000
4.22045422;0.02589945;-5.84988260;145;120;95;1.000000
4.45255566;-0.13433819;-5.84958982;174;157;132;1.000000
3.45711136;-0.87843823;-5.83392191;142;109;92;1.000000
4.39876223;-0.21686791;-5.84824228;134;101;84;1.000000
4.16047335;-1.75539732;-5.82840538;134;101;76;1.000000
3.74792218;-1.39735889;-5.82979250;140;107;82;1.000000
4.59310722;-1.37861717;-5.83584595;114;98;73;1.000000
3.83910966;-1.94547307;-5.82394028;142;109;84;1.000000
3.28646135;-1.20174789;-5.82892132;123;106;82;1.000000
3.08486938;-1.21705151;-5.82734919;154;113;88;1.000000
4.27156639;-0.65566176;-5.84217596;130;105;88;1.000000
3.86395383;-1.80014682;-5.82583046;131;107;90;1.000000
3.12416816;-0.60557902;-5.83485079;142;117;92;1.000000
3.55323601;-1.37003207;-5.82877254;150;117;92;1.000000
3.11262274;-2.03819609;-5.81783104;158;125;92;1.000000
3.91286039;-1.85609758;-5.82550621;153;128;104;1.000000
4.11401081;-1.67703104;-5.82901192;142;109;92;1.000000
3.63049459;-2.22740078;-5.81916714;153;128;104;1.000000
4.23295975;-0.17994194;-5.84753513;164;123;98;1.000000
4.33747578;-1.99355602;-5.82681084;145;128;104;1.000000
4.24000597;0.32625008;-5.85356951;154;121;97;1.000000
2.97547865;-1.86160827;-5.81897259;142;109;84;1.000000
4.45891523;-2.06915665;-5.82675505;123;90;65;1.000000
3.63687992;-0.46554321;-5.84004498;121;88;64;1.000000
3.86633897;0.12768045;-5.84864330;140;115;90;1.000000
3.09150577;-1.79733288;-5.82053328;148;107;82;1.000000
4.11472178;-1.83797026;-5.82711363;138;105;80;1.000000
4.14360380;-0.86449957;-5.83882427;138;105;80;1.000000
4.46914196;-1.43786693;-5.83429050;146;105;80;1.000000
3.89277744;-2.03135991;-5.82329559;134;92;68;1.000000
3.16793227;-2.25244832;-5.81567955;150;109;84;1.000000
3.72082520;-0.39667264;-5.84143829;150;109;84;1.000000
3.23677874;-1.97631979;-5.81941891;171;138;105;1.000000
4.41189241;-0.78179473;-5.84165335;171;138;105;1.000000
4.47115564;-1.99115658;-5.82776165;148;115;98;1.000000
2.88365221;-0.75808287;-5.83138800;151;118;94;1.000000
4.12713432;-1.44427502;-5.83185482;158;117;92;1.000000
4.51669598;-0.78572226;-5.84232998;142;109;84;1.000000
3.90757465;0.13401182;-5.84900284;154;121;88;1.000000
4.34983969;-1.28508508;-5.83527374;138;105;80;1.000000
4.23922539;-0.61158168;-5.84247446;142;101;76;1.000000
4.25550842;-1.13506007;-5.83639717;167;134;101;1.000000
2.89634871;-0.78561693;-5.83115005;146;113;88;1.000000
3.29658890;-0.62646496;-5.83579350;154;121;88;1.000000
4.40143442;-1.18132186;-5.83685684;179;145;111;1.000000
4.51954651;-0.19941336;-5.84928274;171;130;97;1.000000
3.34922314;-1.07905543;-5.83080530;140;107;82;1.000000
3.20225811;-1.84758377;-5.82070303;140;123;98;1.000000
3.47230053;-1.96918142;-5.82112885;123;98;73;1.000000
4.28459930;-1.30220985;-5.83462095;154;113;88;1.000000
4.29464388;0.09036496;-5.85115767;156;123;98;1.000000
3.14609241;-2.09571218;-5.81738138;163;130;105;1.000000
4.41482925;-0.57164502;-5.84415817;130;97;64;1.000000
4.13723946;-0.47600538;-5.84337425;165;140;116;1.000000
3.96032715;-1.69350219;-5.82775640;146;105;80;1.000000
4.36765003;-1.14463174;-5.83705759;167;134;101;1.000000
4.50461388;-0.66477883;-5.84367657;158;125;101;1.000000
3.97075176;-1.39217854;-5.83139181;115;98;82;1.000000
4.42744827;-0.89678472;-5.84040070;127;102;85;1.000000
4.48433399;-0.99056625;-5.83968449;140;116;99;1.000000
4.11886311;-0.85011387;-5.83882332;146;113;88;1.000000
3.74870920;-1.90927207;-5.82374477;142;109;84;1.000000
4.34741974;-0.30616754;-5.84683275;146;105;72;1.000000
3.16612649;-1.60782480;-5.82328892;124;91;66;1.000000
3.97023201;-0.79931211;-5.83839846;130;105;88;1.000000
4.40821028;-2.00759363;-5.82713270;173;140;115;1.000000
3.21253324;-1.51733398;-5.82467937;150;109;84;1.000000
4.40877008;-0.48124129;-5.84518576;154;113;88;1.000000
3.05136442;-0.63659847;-5.83398199;146;113;88;1.000000
3.41073179;-1.14516652;-5.83044815;158;125;101;1.000000
3.32622671;-2.07276726;-5.81889629;146;105;88;1.000000
4.25223255;-1.00200963;-5.83794737;134;101;76;1.000000
3.70129299;-1.55189300;-5.82764339;142;101;76;1.000000
3.78570008;-0.29595923;-5.84307718;154;121;97;1.000000
4.06352711;-0.27333817;-5.84526157;171;138;105;1.000000
3.55382586;-1.03779006;-5.83270502;137;112;95;1.000000
4.55382347;-0.97443348;-5.84035492;130;97;72;1.000000
3.65559101;-1.54217076;-5.82744312;127;102;77;1.000000
3.66615152;-0.99268806;-5.83401346;132;91;58;1.000000
4.33762360;-1.49436188;-5.83271503;146;113;97;1.000000
4.45485449;-0.11993986;-5.84977579;154;121;97;1.000000
4.12197065;-0.20698816;-5.84644985;142;101;76;1.000000
3.24481010;-2.18321657;-5.81702805;135;102;77;1.000000
3.43810606;-1.98500907;-5.82070589;164;123;98;1.000000
4.11029673;0.24332358;-5.85169363;158;125;101;1.000000
3.41271973;-1.39071000;-5.82755852;156;115;90;1.000000
2.82588100;-0.89328599;-5.82939100;163;130;105;1.000000
3.37941027;-1.65226674;-5.82423544;146;113;88;1.000000
3.55352783;-0.41033995;-5.84012270;138;105;80;1.000000
4.13190174;0.04655710;-5.84951639;160;135;110;1.000000
3.35828352;-0.81952709;-5.83393669;156;115;90;1.000000
4.06344223;-1.24866009;-5.83372831;130;113;88;1.000000
4.34768724;-1.85638070;-5.82850361;124;91;66;1.000000
3.70117664;-1.16347444;-5.83223581;150;117;92;1.000000
4.62413025;-1.34537435;-5.83645344;132;115;91;1.000000
3.90160036;-1.54401743;-5.82911921;148;107;82;1.000000
4.22393799;-0.86877143;-5.83932781;158;125;92;1.000000
3.47142220;-0.59226412;-5.83740473;142;101;76;1.000000
3.21120024;-1.61434698;-5.82352304;127;110;93;1.000000
3.92760658;-0.46313637;-5.84207916;164;123;98;1.000000
4.19415283;-0.61425841;-5.84213209;121;97;72;1.000000
4.05375290;0.14865321;-5.85018396;146;113;88;1.000000
4.03884268;-1.52957296;-5.83023643;156;115;98;1.000000
4.16126728;-2.09429049;-5.82440376;144;119;94;1.000000
3.48557830;-2.08484840;-5.81985283;156;123;98;1.000000
3.92798662;-1.23732817;-5.83292723;157;132;107;1.000000
4.28513098;-0.45769167;-5.84461069;158;117;92;1.000000
4.02867794;-0.51640248;-5.84214687;158;117;92;1.000000
3.10996819;-1.09239018;-5.82899666;138;105;88;1.000000
3.72445679;-0.67814767;-5.83813524;130;97;64;1.000000
4.27939129;-1.81544995;-5.82851601;131;106;82;1.000000
4.30981207;-0.38946617;-5.84558821;138;105;80;1.000000
3.59334469;-0.24779242;-5.84231949;145;112;87;1.000000
3.70639920;-0.57390934;-5.83924294;140;107;90;1.000000
3.85889649;-0.51801896;-5.84095669;115;90;73;1.000000
3.91392994;-1.67772222;-5.82762289;142;109;84;1.000000
2.92813826;-1.63788342;-5.82129145;150;109;84;1.000000
4.11546230;-1.55296588;-5.83048868;138;105;80;1.000000
2.94193339;-0.77023774;-5.83164644;142;101;76;1.000000
4.23087072;-1.07865083;-5.83689356;145;120;103;1.000000
3.51977634;-1.13467383;-5.83132410;148;115;90;1.000000
2.95836782;-1.88117468;-5.81862307;163;130;97;1.000000
2.86831284;-0.86338258;-5.83003712;148;107;82;1.000000
3.66297603;-0.39780888;-5.84102583;145;112;87;1.000000
4.08719826;-1.99268985;-5.82509422;154;121;88;1.000000
4.42042971;-0.07913890;-5.85002089;124;107;82;1.000000
3.96136856;-0.57212615;-5.84102345;140;99;66;1.000000
3.61478996;-0.74511939;-5.83658648;121;88;55;1.000000
3.33913064;-0.95025569;-5.83225870;143;118;94;1.000000
3.59549952;-1.42560494;-5.82840681;131;107;90;1.000000
4.55548954;-0.32261518;-5.84807348;157;132;108;1.000000
3.31956625;-1.16345382;-5.82960272;154;113;88;1.000000
4.01488304;-0.44086760;-5.84294510;156;115;90;1.000000
3.15590000;-0.67277449;-5.83427525;158;125;101;1.000000
4.09582758;-1.90253723;-5.82621956;163;121;88;1.000000
4.07039547;-0.50038868;-5.84262419;158;117;84;1.000000
3.47616553;-2.12708902;-5.81928873;158;117;92;1.000000
3.15395880;-0.84054881;-5.83227825;156;115;90;1.000000
4.14714670;-1.04088724;-5.83676243;140;99;66;1.000000
3.64495754;-1.30476046;-5.83017683;176;143;118;1.000000
3.56248617;-1.80035555;-5.82374763;156;123;98;1.000000
4.01985359;-2.02181244;-5.82428503;146;121;97;1.000000
4.41770172;-1.37180901;-5.83471680;164;123;98;1.000000
4.21813059;-1.61994100;-5.83040524;130;105;80;1.000000
3.29261017;-0.73412418;-5.83449316;149;124;99;1.000000
3.18751788;-0.63171166;-5.83497906;138;105;80;1.000000
3.96376944;-0.78181100;-5.83856058;134;109;92;1.000000
3.09198809;-2.26190829;-5.81504345;142;109;84;1.000000
4.20223999;-0.35752606;-5.84522343;150;109;84;1.000000
3.77622104;0.04669660;-5.84706354;135;110;85;1.000000
3.72656775;-1.65206909;-5.82663298;135;110;85;1.000000
4.08380795;-0.02657817;-5.84831953;138;105;80;1.000000
4.13777447;0.07043469;-5.84983873;158;125;101;1.000000
3.86660790;-1.82825661;-5.82551622;163;130;97;1.000000
3.09751558;-1.21559918;-5.82745361;150;109;84;1.000000
3.59458280;-1.61685526;-5.82613897;138;97;72;1.000000
4.15160656;-0.41359094;-5.84421062;150;109;84;1.000000
3.78038383;-0.93632233;-5.83546829;127;94;77;1.000000
3.16231871;-1.44263840;-5.82521629;114;97;80;1.000000
3.48319006;-1.71743274;-5.82418108;150;117;92;1.000000
3.89521623;0.20232952;-5.84972525;156;123;98;1.000000
3.31036735;-0.51545423;-5.83720160;146;113;88;1.000000
3.66397738;-0.34913170;-5.84160852;146;121;97;1.000000
3.84082198;-1.35042906;-5.83098841;145;128;94;1.000000
4.53056431;-2.09913015;-5.82689476;154;113;88;1.000000
3.55946207;-1.49155116;-5.82737875;154;113;88;1.000000
4.63347626;-1.62185681;-5.83324862;163;130;97;1.000000
3.43080091;-0.57335252;-5.83734798;153;128;104;1.000000
3.35272694;-2.21829438;-5.81735802;140;99;74;1.000000
4.55025291;-0.50400233;-5.84589291;138;97;64;1.000000
4.46087551;-1.90348864;-5.82872772;150;117;92;1.000000
4.61142159;-0.46695110;-5.84675312;157;132;107;1.000000
3.42524743;-1.27879190;-5.82896805;150;109;84;1.000000
3.08696651;-1.29727471;-5.82641506;158;117;84;1.000000
3.07114148;-1.36799479;-5.82546997;148;107;82;1.000000
4.05911446;0.14831254;-5.85021734;146;113;88;1.000000
2.88490438;-1.76704466;-5.81946611;163;130;105;1.000000
3.95760536;-0.51591146;-5.84166241;154;113;80;1.000000
3.46603727;-0.34106585;-5.84033823;150;117;92;1.000000
3.69004536;0.04635205;-5.84646463;138;97;72;1.000000
4.03178263;-0.56183445;-5.84163141;130;105;80;1.000000
4.24288368;-1.06214809;-5.83717155;137;104;79;1.000000
4.42881775;-0.14622818;-5.84928513;146;113;88;1.000000
2.97484803;-0.63595968;-5.83346128;154;113;88;1.000000
3.72400856;-0.66563183;-5.83828020;138;97;72;1.000000
4.34080172;-1.66354012;-5.83073616;138;113;88;1.000000
3.44045639;-0.88818091;-5.83369207;146;113;97;1.000000
3.73437524;-1.11409664;-5.83304882;158;125;92;1.000000
4.39628506;-1.53146052;-5.83268118;121;97;80;1.000000
4.53303385;-0.57634044;-5.84491825;148;115;82;1.000000
4.53494072;-0.72720444;-5.84314775;142;125;101;1.000000
4.59596109;-0.88941061;-5.84165096;134;101;76;1.000000
3.79451346;-1.85271382;-5.82472944;156;123;98;1.000000
4.30699348;-0.16517955;-5.84822035;148;115;91;1.000000
3.48346591;-0.53810865;-5.83812809;124;91;58;1.000000
3.62075996;-1.79833031;-5.82417393;148;107;82;1.000000
3.75459099;-1.47420740;-5.82892942;150;117;92;1.000000
3.98538542;-1.01461017;-5.83595705;164;123;98;1.000000
3.65272808;-1.36126649;-5.82956266;165;132;107;1.000000
4.26623487;-0.00488220;-5.84983492;138;97;64;1.000000
3.29528427;-1.58157420;-5.82449055;158;117;92;1.000000
3.79560709;-1.05679774;-5.83414841;151;110;85;1.000000
4.06866312;0.05464414;-5.84917593;142;101;76;1.000000
4.43371964;-1.33993089;-5.83520412;154;121;88;1.000000
4.15102625;0.26841685;-5.85227156;134;100;83;1.000000
4.43069983;-1.90228534;-5.82853317;148;115;98;1.000000
