x;y;z;R;G;B;semantic_label
5.15181017;-1.99796462;-3.12470841;92;92;92;5.000000
6.09112024;-2.43788528;-5.25603676;142;109;92;1.000000
1.04163754;-2.02472663;-3.69117045;66;66;66;5.000000
0.18924002;-0.10072765;-3.39789104;224;224;224;0.000000
6.22194767;-2.49993634;-1.92578745;140;107;82;1.000000
2.47457838;-1.20493722;-7.12111902;175;175;175;2.000000
4.21601963;-0.84694541;-7.11310101;130;130;146;2.000000
1.53323174;-2.36085224;-6.75968552;138;105;80;1.000000
2.15986872;-1.20589352;-7.06719208;156;164;173;2.000000
5.57437563;-0.15525770;-3.58213091;216;216;216;0.000000
4.68046331;-0.08330059;-7.00589323;222;222;222;0.000000
-1.43290579;-2.10124016;-3.35492754;101;84;76;5.000000
0.23235187;-1.85936511;-3.48739743;140;98;82;3.000000
-2.35906363;-0.03975720;-5.24183273;227;227;227;0.000000
-1.87482274;-1.15903091;-7.05732250;156;164;173;2.000000
-1.82486331;-0.01458073;-7.03717852;156;164;173;2.000000
7.69917059;-2.51455331;-1.99509764;145;112;87;1.000000
7.25258064;-1.93790770;-2.36664677;146;146;146;4.000000
7.74967003;-1.64292657;-5.04378033;157;165;173;2.000000
0.87938380;-0.04409748;-6.91501999;219;219;219;0.000000
3.48220229;-1.86617255;-5.47840405;237;220;196;5.000000
-2.43579888;-2.33673930;-5.77703190;167;134;101;1.000000
5.31233549;-2.43453312;-4.98044491;154;121;97;1.000000
-2.70417523;-0.03906386;-5.07617569;224;224;224;0.000000
0.93158978;-2.42990613;-2.64507151;123;106;82;1.000000
7.57169199;-1.87037015;-1.84067965;181;148;140;2.000000
6.46022081;-0.17354828;-3.10059810;187;187;187;0.000000
7.74837875;-2.25895357;-2.10763454;189;156;148;2.000000
3.03235388;-1.94192410;-7.08217382;181;148;140;2.000000
6.82175827;-2.04635453;-5.96191216;107;107;107;3.000000
3.97426176;-2.38861179;-6.69375134;150;117;92;1.000000
3.17186904;-2.39983678;-5.59964085;148;123;98;1.000000
-1.30809605;-1.93898618;-3.91034937;72;64;64;5.000000
1.40242505;-2.40184140;-4.44873142;167;134;101;1.000000
6.77149010;-2.47435474;-3.65498471;156;123;98;1.000000
5.98564243;-2.49060178;-2.29888296;130;113;88;1.000000
3.50299263;-2.45671439;-2.68840122;167;134;101;1.000000
3.05937314;-2.41727448;-4.57841396;130;97;72;1.000000
-2.68020034;-0.09926526;-1.78444958;209;209;209;0.000000
-1.81488514;-1.95117319;-3.34131002;146;105;88;5.000000
5.29164267;-0.15212013;-3.58754015;223;223;223;0.000000
3.71763420;-2.36049056;-7.07451534;181;148;140;2.000000
-2.54056072;-2.39451504;-2.54258871;142;101;76;1.000000
2.68585062;-0.24060911;-7.05128574;156;164;173;2.000000
-2.79535031;-1.79817796;-3.24575925;187;154;146;2.000000
7.22915983;-2.10571575;-7.09447527;173;140;132;2.000000
0.20957017;-2.42007399;-2.76234436;163;130;97;1.000000
-2.78306866;-0.61777115;-3.30904365;158;167;175;2.000000
6.12045383;-2.24817681;-5.56216049;113;113;113;5.000000
5.13907623;-1.92766213;-3.84938049;175;125;101;5.000000
5.20444536;-0.15575795;-3.33630323;207;207;207;0.000000
5.07015562;-0.17961305;-1.94709063;223;223;223;0.000000
5.79252911;-2.40434265;-6.92074871;137;104;87;1.000000
-2.11674428;-0.10522416;-1.78981113;197;197;197;0.000000
4.31519413;-2.47787189;-2.01190281;154;121;88;1.000000
2.68378067;-2.40539718;-5.00568199;148;107;74;1.000000
2.95827484;-2.44246888;-3.14579010;148;115;90;1.000000
1.77808964;-1.85436118;-5.88460350;181;131;107;5.000000
4.38469076;-2.41967416;-5.23988247;134;101;84;1.000000
5.44838858;-2.19294882;-5.33586931;132;99;82;3.000000
2.91897917;-0.57238567;-7.05768013;156;164;173;2.000000
4.93729925;-0.10514869;-5.95775604;221;221;221;0.000000
5.82667494;-0.16270612;-3.32204342;224;224;224;0.000000
7.15181446;-1.65008175;-1.91548109;134;134;134;4.000000
3.16489172;-0.59211969;-7.05858040;157;165;173;2.000000
6.59243870;-0.35847470;-7.06212473;156;164;173;2.000000
3.25961018;-2.42336917;-4.36473274;156;123;98;1.000000
-1.09037685;-2.39989662;-3.10307097;124;91;66;1.000000
-0.80042839;-2.42444539;-1.92615891;138;105;80;1.000000
-1.33196115;-2.41187978;-2.30238152;156;115;90;1.000000
7.75520420;-0.80936766;-6.86994076;154;163;171;2.000000
7.70621443;-0.45859727;-7.06639242;156;164;173;2.000000
1.75416780;-2.16326857;-5.89943981;105;105;105;5.000000
-1.90506566;-2.41214752;-1.94939852;156;123;98;1.000000
2.90783668;-2.39987421;-5.43966198;150;117;92;1.000000
-1.36247289;-1.36650765;-7.06214237;156;164;173;2.000000
-0.91036636;-2.33608508;-6.71340799;106;82;65;1.000000
7.68693447;-2.48617053;-3.54648924;158;125;92;1.000000
5.95730305;-2.24428773;-5.69682598;113;113;113;5.000000
-0.27286440;-2.41951299;-2.50841188;140;107;82;1.000000
7.47473621;-2.42367053;-6.85336065;124;99;74;1.000000
5.79834270;-0.18771800;-1.93184328;221;221;221;0.000000
-2.77445555;-0.74725139;-2.23351908;197;189;181;2.000000
-1.31100416;-2.27013016;-3.58686495;109;84;76;5.000000
0.21631460;-1.85293090;-3.23167706;187;130;105;3.000000
-1.72350740;-2.36713219;-4.52849007;157;132;107;1.000000
-2.74983573;-2.38062835;-3.18158817;119;94;77;1.000000
0.87610906;-2.41534424;-3.40948701;123;90;65;1.000000
-1.61525083;-2.09657931;-3.33557844;167;125;109;5.000000
4.94862366;-2.42144966;-5.48006344;154;121;88;1.000000
3.37961388;-1.90097785;-5.37776470;91;66;58;5.000000
-2.79703045;-1.48726082;-6.05219412;154;163;171;2.000000
-2.77537632;-0.40950719;-4.80928707;229;237;237;2.000000
7.75804234;-1.37095559;-1.91422176;154;163;171;2.000000
7.77031946;-0.21863057;-1.81178856;156;164;173;2.000000
7.75580311;-1.10117984;-4.79220390;157;165;173;2.000000
-2.70265651;-2.24732900;-2.81948233;231;231;231;4.000000
-1.74230206;-2.38338447;-3.62496376;164;131;107;1.000000
4.82493401;0.14613204;-4.15837002;227;227;227;0.000000
5.21594429;-1.94267821;-3.07015634;167;117;92;5.000000
5.09276104;-1.61823833;-7.12871647;164;164;164;2.000000
-2.31367087;-0.99586391;-7.05027008;220;97;113;2.000000
1.08518374;-2.38627648;-5.11437798;140;107;74;1.000000
7.16242123;-1.88222980;-1.94671631;121;121;121;4.000000
4.84252787;-1.97534049;-2.91404772;66;66;66;5.000000
-1.75436711;-2.36700082;-4.51753664;163;130;97;1.000000
2.05804062;-2.39642310;-5.12822294;167;134;109;1.000000
5.65233088;-0.15927310;-3.40765381;221;221;221;0.000000
0.34552562;-2.36894083;-5.64714766;138;105;80;1.000000
6.20281458;-2.49445319;-2.21563053;138;105;80;1.000000
0.98575896;-1.90686119;-3.64166236;117;76;68;5.000000
5.75105286;-2.46058822;-3.80855370;157;124;99;1.000000
2.01278162;-2.02118158;-5.58976364;85;85;85;5.000000
-0.10133657;-2.37088299;-5.28005362;127;102;77;1.000000
5.80679846;-0.16195181;-3.35172462;222;222;222;0.000000
-0.69335639;-2.41534281;-2.48921824;138;105;80;1.000000
6.48647022;-2.42170358;-6.37799788;158;117;84;1.000000
1.48111355;-2.42567420;-3.19571209;113;97;80;1.000000
1.16707087;-2.04197812;-3.54056740;82;82;82;5.000000
6.72746229;-2.41998816;-6.61443329;138;105;80;1.000000
-2.76799655;-1.65179646;-1.94206047;197;197;197;2.000000
-0.43676114;-2.35739613;-5.82272482;138;105;80;1.000000
1.30845869;-2.40754271;-4.08288956;140;99;74;1.000000
7.09091520;-2.47970748;-3.54955626;158;117;92;1.000000
5.77769804;-0.17430718;-2.65607166;211;211;211;0.000000
5.58294058;-2.23055172;-2.59078550;113;72;64;3.000000
5.37660360;-0.14775965;-3.87712932;221;221;221;0.000000
4.48324680;-1.25986302;-7.12100792;160;160;168;2.000000
5.30596352;-0.17694303;-2.23287678;219;219;219;0.000000
7.04472780;-0.19443473;-2.29869270;227;227;227;0.000000
4.77636147;-0.89908683;-7.10451651;208;208;208;2.000000
0.94965464;-2.35896182;-6.53052807;113;88;72;1.000000
5.44257927;-2.45793724;-3.77210021;142;109;84;1.000000
6.68145418;-2.42158532;-6.49958849;140;99;74;1.000000
5.06403542;-2.47387004;-2.67370081;163;130;105;1.000000
6.92139196;-2.46667504;-4.16518068;148;124;99;1.000000
2.86886239;-2.39928961;-5.44835281;157;132;107;1.000000
-2.43035293;-0.08483990;-2.72406578;221;221;221;0.000000
4.43599463;-1.34539843;-7.12799978;154;163;171;2.000000
-1.68616641;-2.39859080;-2.82310390;168;134;100;1.000000
7.75563002;-0.86649173;-6.28768539;154;163;171;2.000000
0.93199795;-2.37777758;-5.49280643;164;131;107;1.000000
-0.88906622;-2.42402101;-1.89710712;154;113;88;1.000000
7.21605301;-1.15632439;-2.09571028;146;146;146;4.000000
1.33965981;-2.39883900;-4.57560921;130;97;80;1.000000
2.10829592;-2.43853617;-2.86211252;158;117;92;1.000000
1.24208927;-1.91276741;-3.46862078;62;54;54;5.000000
5.90287161;-0.17010424;-2.96077776;214;214;214;0.000000
-0.70865750;-0.02887246;-6.81370974;194;194;194;0.000000
6.84524250;-2.50500870;-2.01515627;146;105;80;1.000000
0.48405385;-0.10036404;-3.59188247;220;220;220;0.000000
4.45290184;-2.18608594;-3.54768991;164;115;98;3.000000
-0.06050663;-2.35511780;-6.16990089;158;125;101;1.000000
-1.65115309;-2.14412236;-4.23552465;142;109;92;5.000000
-2.05361843;-0.01059727;-7.02337933;221;221;221;0.000000
0.68776017;-2.36419368;-6.09809923;145;112;87;1.000000
6.27104855;-0.16915832;-3.23002958;201;201;201;0.000000
7.75366306;-1.72014022;-2.31933546;156;164;173;2.000000
-1.01644611;-0.17399082;-7.04181099;156;164;173;2.000000
-0.37574226;-2.03198481;-3.58657765;87;87;87;5.000000
-0.03348196;-2.37155724;-5.28308010;143;102;77;1.000000
0.78056204;-0.05957400;-6.00683212;189;189;189;0.000000
2.99559999;-1.78997064;-7.07940197;153;128;120;2.000000
-2.74547911;-0.21434934;-2.84031820;179;179;179;2.000000
5.98024035;-2.43660164;-5.26110840;140;107;83;1.000000
5.43027878;-2.45358491;-4.00381708;138;105;80;1.000000
7.46327972;-2.42014790;-7.04001331;138;105;88;1.000000
7.74212122;-2.12704706;-6.44441795;181;148;140;2.000000
-2.78059173;-1.71023858;-5.77545357;184;151;143;2.000000
-2.80333042;-2.09587860;-6.00097466;175;142;134;2.000000
0.58323479;-2.39696002;-4.24969006;156;123;98;1.000000
-2.66694760;-2.34853482;-2.04269075;181;198;181;4.000000
-2.37479925;-0.04104730;-5.16168165;223;223;223;0.000000
7.75981951;-0.89184928;-3.75931883;154;163;171;2.000000
-2.79031467;-1.73256528;-6.09198523;158;134;125;2.000000
1.19501770;-0.07886795;-5.19198895;181;181;181;0.000000
-2.58117247;-2.39422297;-2.53463793;138;97;64;1.000000
-2.40052962;-2.35159969;-4.98182869;127;102;77;1.000000
-2.13120794;-2.39637351;-2.68211651;163;130;97;1.000000
-1.91979659;-2.33849788;-5.98505783;156;139;114;1.000000
7.44450474;-1.20045185;-3.11910558;163;163;163;4.000000
-2.74554777;-0.20389268;-1.85794544;214;214;214;2.000000
6.72571850;-0.18260169;-2.76017094;216;216;216;0.000000
3.79433775;-1.06118441;-7.11594820;154;154;154;2.000000
-1.79234231;-2.37989450;-3.78707743;132;99;74;1.000000
1.58642662;-1.33743978;-7.06823492;157;165;173;2.000000
7.43983173;-0.15111394;-4.91080379;221;221;221;0.000000
5.30971241;-2.47957826;-2.50526953;154;121;97;1.000000
5.40466642;-0.15029323;-3.75459170;221;221;221;0.000000
-2.76748395;-1.65181899;-3.52630877;216;191;167;2.000000
-2.78485250;-0.41882089;-5.50626373;156;164;173;2.000000
1.45976841;-1.89515913;-3.45634174;167;117;101;5.000000
-2.27327013;-1.41687882;-7.06099367;156;164;173;2.000000
5.08199692;-2.43599415;-4.76417017;150;117;92;1.000000
-0.06831105;-2.09625244;-7.32241058;189;156;148;2.000000
-2.67282987;-2.37615347;-3.47276902;138;97;64;1.000000
-1.42341340;-2.36062932;-5.06277323;138;105;80;1.000000
6.94690466;-2.49540091;-2.60274458;123;98;73;1.000000
-2.79462171;-1.55475569;-4.28283644;154;163;171;2.000000
1.47624624;-0.10440027;-7.04616404;156;164;173;2.000000
-2.78499293;-0.82442880;-6.43246937;196;196;196;2.000000
4.02303362;-2.40158701;-6.01304626;158;125;101;1.000000
-2.78851056;-1.07481110;-5.67585373;201;160;127;2.000000
3.96925831;-1.31163037;-7.12077236;203;203;203;2.000000
-2.29772186;-1.27611601;-7.05844736;158;167;175;2.000000
7.75197554;-1.55165434;-4.28043175;154;163;171;2.000000
0.79745930;-0.04085787;-7.04456902;219;219;219;0.000000
1.44266915;-2.39971042;-4.58848763;124;91;74;1.000000
2.89916492;-2.46340156;-1.97009420;138;105;80;1.000000
2.46766996;-2.38258743;-6.12242365;148;115;98;1.000000
1.42984903;-2.43808317;-2.48924351;148;107;82;1.000000
-2.77999067;-1.68269873;-2.67387581;214;190;165;2.000000
1.17044854;-2.42837977;-2.86620188;158;125;92;1.000000
-0.42282426;-2.02477527;-3.54679513;84;84;84;5.000000
6.62814856;-2.42171884;-6.46080685;173;140;115;1.000000
-2.77033782;-1.02040493;-4.65637064;97;121;105;2.000000
4.72034121;0.14738147;-4.16524792;206;206;206;0.000000
7.74706459;-1.90523565;-4.96033287;156;131;123;2.000000
7.41423368;-1.96533751;-2.89001179;179;179;179;4.000000
7.61079979;-0.17497739;-3.70128608;210;210;210;0.000000
7.16377449;-1.82391417;-1.91509104;146;146;146;4.000000
7.14420843;-2.45229888;-5.08614922;150;109;76;1.000000
-2.36007547;-0.08055988;-7.01453686;224;224;224;2.000000
0.88487786;-0.09465717;-4.14187098;221;221;221;0.000000
0.21684161;-2.41840029;-2.85856771;165;124;91;1.000000
-0.05583175;-2.37919188;-4.85065556;138;105;80;1.000000
4.04973125;-2.44481802;-3.66397643;154;121;97;1.000000
-1.80801260;-1.88302112;-4.05281925;121;88;80;5.000000
0.41599292;0.19913964;-4.42695045;221;221;221;0.000000
-2.77912307;-1.74660265;-4.78013372;191;158;150;2.000000
5.35149908;-1.94154930;-3.21212482;164;115;98;5.000000
7.60505104;-2.43030667;-6.56581163;140;99;74;1.000000
1.67670584;-2.37017274;-6.33569241;167;134;101;1.000000
-2.78296566;-0.08000368;-6.45393181;156;164;173;2.000000
-2.79971695;-2.23544073;-3.11845350;163;138;130;2.000000
-0.52357930;-1.91204333;-5.51682615;71;71;71;5.000000
-2.79781032;-1.96357143;-3.65667057;183;150;142;2.000000
0.25680393;-2.35036445;-6.61221027;164;131;107;1.000000
-0.45157662;-1.89100540;-3.66388559;72;55;55;5.000000
2.88676953;-2.46411061;-1.92415142;161;127;110;1.000000
1.99943411;-2.40134382;-4.82568264;150;109;84;1.000000
2.90423083;-2.06465197;-3.32089424;80;80;80;5.000000
5.05990839;-2.44073796;-4.49070740;167;134;109;1.000000
5.66729832;-2.48489904;-2.42416668;142;125;101;1.000000
0.89963549;-2.42075586;-3.12702847;134;101;84;1.000000
-0.21455479;-1.87374675;-3.64382553;158;109;92;5.000000
-0.45316258;-0.11281525;-2.35492420;227;227;227;0.000000
3.65337729;-1.48426855;-7.12312031;163;163;163;2.000000
7.71750546;-0.18083191;-3.44280100;222;222;222;0.000000
7.44178724;-1.26610637;-5.09159899;164;90;0;4.000000
5.31459141;-2.41438484;-6.08548355;148;107;82;1.000000
6.64806557;-2.16235566;-5.98259258;158;109;92;3.000000
-1.49025977;-0.10485263;-2.18001318;216;216;216;0.000000
-0.23850437;-2.35171270;-6.25182915;154;121;97;1.000000
5.60671854;-1.94003224;-3.44610095;163;113;88;5.000000
3.54590344;-2.46987629;-1.99612284;135;110;94;1.000000
5.04316187;-2.43102813;-5.01261330;187;154;121;1.000000
6.60546780;-2.18749547;-6.03681564;87;87;87;3.000000
4.70488596;-0.42792854;-7.05912495;156;164;173;2.000000
0.36629421;-2.42260218;-2.71603870;158;117;92;1.000000
5.77964640;-0.15725027;-3.59384918;224;224;224;0.000000
-1.38335514;-2.36801600;-4.68078995;158;125;101;1.000000
2.01863694;-1.54118669;-7.07280970;158;167;175;2.000000
1.81384647;-2.35874820;-7.05655146;167;134;109;1.000000
7.74708366;-2.26478887;-2.80771589;191;158;150;2.000000
-1.56521451;-2.36625695;-4.67003155;163;130;97;1.000000
-1.60219574;-2.38678217;-3.52109337;142;109;84;1.000000
3.47412825;-1.84909356;-5.20306396;121;121;121;5.000000
2.65837312;-2.45038533;-2.53851891;158;117;92;1.000000
-2.06133962;-2.34303713;-5.65224266;148;115;98;1.000000
-2.78470302;-0.28121263;-6.24123478;158;167;175;2.000000
0.04766512;-2.33924127;-7.10557556;148;107;74;1.000000
-2.18409538;-0.05151904;-4.69921207;201;201;201;0.000000
7.75365639;-1.68401825;-2.53786039;158;167;175;2.000000
-2.78146076;-0.16211663;-5.11050034;156;164;173;2.000000
5.50067997;-2.45067334;-4.20526886;138;105;80;1.000000
-2.76651502;-2.38922000;-2.69995499;138;121;87;1.000000
6.86289692;-2.43930554;-5.63360023;145;120;95;1.000000
-1.04488885;-2.37732720;-4.36925507;134;101;76;1.000000
-2.78172684;-0.51431364;-3.16390443;156;164;173;2.000000
7.26425886;-1.93766820;-2.38878679;140;140;140;4.000000
4.93414688;-1.58579803;-7.13337088;154;154;154;2.000000
-1.48053229;-2.31239200;-3.35855746;115;82;74;5.000000
1.93809855;-2.27688599;-7.08564997;167;142;134;2.000000
-1.35091758;-1.19330966;-7.05130100;39;72;14;2.000000
-2.12590337;-0.02417941;-6.23488188;222;222;222;0.000000
-1.81104565;-1.85397720;-3.76100135;196;138;105;5.000000
7.74221373;-2.33950853;-5.12634993;173;148;140;2.000000
6.24125528;-2.43628979;-5.43221331;138;97;72;1.000000
1.97986233;-2.44757628;-2.29402590;158;117;92;1.000000
-2.61182213;-1.61927819;-2.02970314;148;148;80;4.000000
-2.24359059;-2.35628033;-4.81743813;154;121;88;1.000000
-2.78323627;-0.13889951;-6.25662041;158;167;175;2.000000
-2.64114785;-1.49513292;-2.46689749;231;231;231;4.000000
5.95132303;-0.16304171;-3.37718558;215;215;215;0.000000
7.75977850;-1.17798042;-2.07824564;157;165;173;2.000000
-2.79368329;-1.59634697;-5.50434303;193;143;110;2.000000
1.46811330;-2.35536909;-7.03803253;150;125;101;1.000000
-0.92747104;-0.08103758;-3.81999516;221;221;221;0.000000
6.45991707;-1.95554888;-5.34007072;73;73;73;5.000000
-0.31335199;-2.41258979;-2.86468172;146;113;88;1.000000
4.81859636;-0.72091007;-7.09904623;167;167;167;2.000000
5.50891161;-1.91924024;-5.61180305;62;54;54;5.000000
5.44857740;-0.15394342;-3.58004117;221;221;221;0.000000
1.88892555;-1.99366188;-5.91317129;105;105;105;5.000000
7.18564177;-2.34996176;-7.09749126;185;151;134;2.000000
-1.80486166;-2.22198629;-3.36672258;125;92;84;5.000000
4.40824032;-2.18784046;-3.42494512;150;109;92;3.000000
-1.20622027;-0.06021166;-4.79909086;221;221;221;0.000000
7.75873184;-0.70713621;-5.47647285;156;164;173;2.000000
7.75947809;-0.47195527;-6.45522642;154;163;171;2.000000
-2.73644996;-1.64028227;-7.05500555;158;134;125;2.000000
-0.42648327;-1.90614343;-5.93510008;92;92;92;5.000000
7.74583721;-2.19950557;-3.90379858;181;156;148;2.000000
5.78393412;-2.24737859;-5.03730965;101;101;101;3.000000
-2.12798524;-2.31961274;-6.89924812;146;105;80;1.000000
-2.66823149;-0.94383490;-7.05173635;154;163;171;2.000000
3.92627168;-2.38935423;-6.62441301;150;109;84;1.000000
7.62053156;-2.50006747;-2.74415493;163;130;97;1.000000
3.47934532;-1.97761261;-2.92713594;125;84;76;3.000000
-2.76941180;-2.35945249;-4.33286667;131;107;90;1.000000
-1.11421990;-2.35177803;-5.73134184;156;115;98;1.000000
-1.75280833;-2.33564734;-6.24015713;171;130;97;1.000000
2.52730012;-1.24496305;-7.12194538;183;183;183;2.000000
0.19305976;-1.89798653;-3.23029971;173;124;107;3.000000
2.75239420;-2.43908381;-1.83670282;187;154;146;2.000000
2.51782179;-2.38510180;-6.01474285;158;117;92;1.000000
6.76253700;-2.16399217;-5.96031666;158;109;92;3.000000
7.76232910;-0.56086010;-4.30687475;156;164;173;2.000000
-2.78285670;-0.41620138;-4.38902044;156;164;173;2.000000
-0.35106599;-2.39361000;-3.88467741;175;142;109;1.000000
7.19286299;-2.25930667;-7.09711170;173;148;140;2.000000
0.05502319;-2.42729092;-2.27482414;140;107;82;1.000000
6.97203016;-2.43562007;-5.90039539;164;131;98;1.000000
-0.67666465;-2.35532022;-5.79508781;154;121;97;1.000000
0.59244412;-1.42022026;-7.36257792;241;175;125;2.000000
0.56142515;-0.03510042;-7.22142029;193;193;193;0.000000
-2.26468682;-1.97943544;-7.07096910;187;154;146;2.000000
-2.80348444;-2.22967076;-5.29169750;189;156;148;2.000000
6.59060764;-2.17773247;-5.92220354;123;82;74;3.000000
5.62530136;-2.45183444;-4.21505737;142;109;84;1.000000
5.29050159;-0.15826878;-3.24922800;223;223;223;0.000000
0.84444803;-2.36793351;-5.98160362;173;140;115;1.000000
7.74338579;-2.25568485;-4.95992327;191;158;150;2.000000
5.52280140;-2.24112272;-2.74522591;85;85;85;3.000000
7.18651819;-1.91406190;-2.16865063;173;173;173;4.000000
4.43251038;-2.46530652;-2.77119446;124;91;66;1.000000
1.15402174;-2.40100574;-4.34871578;132;99;74;1.000000
0.09410125;-2.35227227;-6.41691923;143;118;94;1.000000
7.43927383;-2.40922022;-3.31432652;117;117;117;4.000000
1.56263494;-0.05713824;-6.60221577;221;221;221;0.000000
-2.73727393;-0.01972971;-6.11833906;212;212;212;0.000000
7.75818443;-0.58972418;-6.48778963;156;164;173;2.000000
5.12436867;-2.32789469;-7.09259129;163;138;130;2.000000
3.71423340;-2.28548932;-7.08978176;181;148;140;2.000000
3.11322069;-2.41322279;-4.83228397;135;102;77;1.000000
-1.60737264;-0.04242755;-5.53889227;223;223;223;0.000000
3.44571280;-2.45045161;-2.99629688;158;125;92;1.000000
-0.55069625;-2.32053804;-3.63746476;113;113;113;5.000000
-0.44783482;-2.32323050;-7.06452322;187;163;154;2.000000
-1.64039516;-1.92177665;-3.35128593;66;58;58;5.000000
0.79173744;-0.12747218;-2.28491974;227;227;227;0.000000
-2.79931974;-1.82235801;-5.35448742;183;150;142;2.000000
6.79223728;-2.19891143;-5.92682695;84;84;84;3.000000
-2.48504376;-0.05733105;-4.20240021;224;224;224;0.000000
6.40662813;-0.17372203;-3.05943060;221;221;221;0.000000
-1.91195798;-2.11587286;-3.60767961;121;97;80;3.000000
-2.52834201;-1.85591018;-2.81294489;231;231;231;4.000000
5.44178247;-1.91718853;-5.68486214;76;59;59;5.000000
-0.02879931;-2.14325905;-3.42340255;150;109;92;3.000000
4.27582026;-2.47786236;-1.98915577;118;94;77;1.000000
7.74813318;-2.24397612;-2.33608723;179;146;138;2.000000
2.68343997;-1.08891606;-7.11394978;171;171;171;2.000000
6.20124292;-1.98891246;-5.01823521;76;76;76;5.000000
5.10663366;-0.33496544;-7.05837965;158;167;175;2.000000
3.29806781;-2.41847658;-4.65542078;121;105;88;1.000000
0.38522938;-2.42723489;-2.47284222;154;121;97;1.000000
2.88974285;-1.93661118;-3.13181186;62;54;54;5.000000
0.68633932;-0.07934134;-4.86574507;205;205;205;0.000000
7.22023582;-2.47109795;-4.09870243;150;109;84;1.000000
0.34005296;-2.39827108;-4.03661633;142;109;92;1.000000
1.76084054;-2.17300177;-3.66440439;97;72;64;3.000000
6.05013657;-0.16909745;-3.10298157;187;187;187;0.000000
7.24919605;-1.31437838;-2.28043127;97;97;97;4.000000
1.12897825;-2.39067125;-4.89880753;164;131;107;1.000000
3.64073348;-0.73239756;-7.10991669;200;200;200;2.000000
-2.80008245;-1.61156666;-7.04330683;158;167;175;2.000000
3.85803843;-0.18092397;-7.05285597;154;163;171;2.000000
-2.21629596;-2.33550596;-5.97435856;146;113;88;1.000000
4.58681536;-0.91116416;-7.12065268;138;138;154;2.000000
-2.78972244;-1.40538359;-2.39272690;156;164;173;2.000000
7.76219416;-0.58025390;-4.26784611;154;163;171;2.000000
5.03669596;-2.02216840;-7.08808422;183;150;142;2.000000
0.07353286;-0.05262908;-5.97087288;220;220;220;0.000000
-0.69066608;-2.31365156;-5.88468552;99;99;99;5.000000
-2.78523397;-0.77636564;-3.59251523;156;164;173;2.000000
-0.60327154;-2.38038397;-4.46206474;121;87;70;1.000000
-2.20848489;-0.08075891;-3.07915211;184;184;184;0.000000
-2.78707457;-1.06119752;-2.94007254;154;163;171;2.000000
7.76361084;-0.20938352;-5.67413998;157;165;173;2.000000
5.76860285;-2.02589798;-5.35200882;117;117;117;5.000000
5.87586164;-0.16598468;-3.17104554;223;223;223;0.000000
7.39677954;-1.29507887;-2.93755245;165;165;165;4.000000
-0.26153818;-2.38938284;-4.16963482;156;131;114;1.000000
1.15759110;-2.35059404;-7.11173391;146;113;88;1.000000
-1.69486022;-2.38754082;-3.42474461;142;109;84;1.000000
4.79330397;-0.17415528;-2.08337212;216;216;216;0.000000
7.73494577;-2.40591049;-4.38156700;154;130;121;2.000000
1.58606255;-2.18129468;-3.83020616;88;88;88;3.000000
-1.83662224;-0.06514947;-4.15580654;218;218;218;0.000000
-1.60112584;-0.04258024;-7.03817558;157;165;173;2.000000
-2.73855782;-0.24005829;-2.07883263;173;173;173;2.000000
-1.31526113;-0.28834534;-7.04316521;154;163;171;2.000000
3.37017965;-2.38767433;-6.38366413;157;124;99;1.000000
-2.78495955;-0.97005779;-2.28323555;156;164;173;2.000000
-2.78754854;-1.64162254;-4.76228046;220;196;171;2.000000
-2.74334526;-1.75777149;-1.87506580;173;197;181;2.000000
-1.94445121;-2.34239841;-5.75631618;146;105;80;1.000000
3.20518708;-1.09154308;-7.11516523;163;163;171;2.000000
7.75989294;-0.95266789;-3.35555863;154;163;171;2.000000
-2.61354947;-1.63582313;-2.40029287;229;229;229;4.000000
-1.79968810;-2.10890675;-3.98940325;80;72;64;5.000000
3.11069202;-2.44642639;-3.01933622;146;113;88;1.000000
-1.27381241;-1.90181839;-3.33596373;80;64;55;5.000000
-1.88632309;-2.37650275;-3.91783857;154;121;88;1.000000
5.96551418;-0.16989240;-3.00937128;222;222;222;0.000000
7.48719311;-1.61547792;-3.22151518;157;157;157;4.000000
7.76648045;-0.18523569;-4.18984318;156;164;173;2.000000
0.20582023;-2.35846305;-6.14129972;140;107;82;1.000000
2.54210544;-2.45238686;-2.36130095;164;123;90;1.000000
7.75308990;-1.31989801;-3.96565032;222;239;255;2.000000
0.45091546;-2.42240191;-2.77696228;123;82;57;1.000000
-2.40110826;-1.94819295;-7.07011032;183;150;142;2.000000
-2.51897717;-1.93899369;-2.36743259;175;200;183;4.000000
4.93791628;-0.83150500;-7.11444569;131;131;140;2.000000
-2.78388190;-0.73386073;-3.07922935;154;163;171;2.000000
1.32065487;-2.37616873;-5.80021954;168;134;100;1.000000
6.86054373;-0.20097125;-1.83104229;219;219;219;0.000000
7.30030394;-2.32687855;-2.61787224;134;134;134;4.000000
6.04822683;-1.89907062;-5.93007660;173;131;115;5.000000
5.33008766;-1.84722590;-5.04724693;151;102;77;3.000000
-2.37845159;-2.40608621;-2.00280857;154;121;88;1.000000
7.26251507;-0.73243684;-7.07024479;156;164;173;2.000000
-1.57209289;-2.40987015;-2.27102518;163;130;97;1.000000
7.45542669;-2.47530556;-4.00645494;165;132;107;1.000000
6.57048845;-2.41827655;-6.61574411;168;134;100;1.000000
